document_id,filename,table_name,field_name,data_type,nullable,description,page
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthDiv,CHEQVM,float,Y,CHEQVM is the monthly cash equivalent distributions per share - ex-date.,53
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthDiv,CURCDDVM,varchar(4),Y,CURCDDVM is the monthly ISO currency code – dividend.,53
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthDiv,DVPSPM,float,Y,DVPSPM is the monthly dividends per share –pay date.,53
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthDiv,DVPSXM,float,Y,"DVPSXM is the index monthly cash dividend paid per share by ex date. DVPSXM is adjusted for all stock splits and stock dividends that occurred during the period. This value does not include payments in preferred stock in lieu of cash, spin-offs, and stock of other corporations.",53
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthDiv,DVRATE,float,Y,DVRATE is the monthly indicated annual dividend rate.,53
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,GVKEY,int,N,GVKEY is the Global Company Key.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,IID,varchar(4),N,IID is the issue identifier. It uniquely identifies each issue of a company.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,CSFSM,float,Y,CSFSM is the monthly common stock float shares – Canada.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,CSHTRM,float,Y,CSHTRM is the monthly trading volume.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,CURCDM,varchar(4),Y,CURCDM is the monthly ISO currency code.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,NAVM,float,Y,NAVM is the monthly net asset value.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,PRCCM,float,Y,PRCCM is the absolute close market price for each calendar month.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,PRCHM,float,Y,PRCHM is the absolute high market price for each calendar month.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthPrc,PRCLM,float,Y,PRCLM is the absolute low market price for each calendar month.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthSpt,GVKEY,int,N,GVKEY is the Global Company Key.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthSpt,IID,varchar(4),N,IID is the issue identifier. It uniquely identifies each issue of a company.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthSpt,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthSpt,RAWPM,float,Y,RAWPM is the monthly raw adjustment factor – pay date.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMthSpt,RAWXM,float,Y,RAWXM is the monthly raw adjustment factor – ex date.,54
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,GVKEY,int,N,GVKEY is the Global Company Key.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,IID,varchar(4),N,IID is the issue identifier. It uniquely identifies each issue of a company.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,DATAITEM,varchar(17),N,DATAITEM is the data item to which a footnote is related. This field contains the data item mnemonic.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,Item,smallint,N,Item is the Compustat item; it cross-references CSNAItem where CSNAItem.Number = CSSecMSptFn.Item and Group_ = 145.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMSptFn,Value_,varchar(9),Y,Value_ is the raw value provided by Compustat.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,GVKEY,int,N,GVKEY is the Global Company Key.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,IID,varchar(4),N,IID is the issue identifier. It uniquely identifies each issue of a company.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,DATAITEM,varchar(17),N,DATAITEM is the data item to which a footnote is related. This field contains the data item mnemonic.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,Item,smallint,N,Item is the Compustat item; it cross-references CSNAItem where CSNAItem.Number = CSSecMDivFn.Item and Group_ = 81.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSSecMDivFn,Value_,varchar(9),Y,Value_ is the raw value provided by Compustat.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,GVKEY,int,N,GVKEY is the primary link for all CS* tables.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,ADD1,varchar(66),Y,ADD1 is the Company’s address.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,ADD2,varchar(66),Y,ADD2 is the Company’s address.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,ADD3,varchar(66),Y,ADD3 is the Company’s address.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,ADD4,varchar(66),Y,ADD4 is the Company’s address.,55
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,ADDZIP,varchar(21),Y,ADDZIP is the postal code or zip code of the company's corporate headquarters or home office.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,CITY,varchar(101),Y,CITY is the city where a company's corporate headquarters or home office is located.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,CONM,varchar(200),Y,CONM is the company name.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,CONM2,varchar(57),Y,CONM2 is the company name.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,COSTAT,char(1),Y,COSTAT is the company status and can be either A = Active or I = Inactive.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,DLDTE,datetime,Y,DLDTE is the research company deletion date.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,DLRSN,varchar(9),Y,DLRSN is the research company deletion reason.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,FAX,varchar(21),Y,FAX is the area code and facsimile (fax) number for a company.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,FIC,varchar(4),Y,FIC is the ISO country code – incorporation.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,FYRC,tinyint,Y,FYRC is the fiscal year end month – current.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,GGROUP,varchar(5),Y,GGROUP is the second level in the hierarchy of the Global Industry Classification Standard (GICS).,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,GIND,varchar(7),Y,GIND is the third level in the hierarchy of the Global Industry Classification Standard (GICS).,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,GSECTOR,varchar(3),Y,GSECTOR is the first level in the hierarchy of the Global Industry Classification Standard (GICS).,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,GSUBIND,varchar(9),Y,GSUBIND is the fourth level in the hierarchy of the Global Industry Classification Standard (GICS).,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,IDBFLAG,char(1),Y,IDBFLAG indicates which database the item can be found in. The IDBFlag may be: – D (Domestic) – I (International) – B (Both),56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,INCORP,varchar(9),Y,INCORP contains the code that indicates the U.S. state in which a company is incorporated.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,LOC,varchar(4),Y,LOC is the ISO country code of the headquarters.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,NAICS,varchar(7),Y,NAICS is a six-digit coding system for classifying establishments on a production/process-oriented basis.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,PHONE,varchar(21),Y,PHONE is the area code and telephone number of the company's corporate headquarters or home office.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,PRICAN,varchar(9),Y,PRICAN identifies the current primary issue for a Canadian company.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,PRIROW,varchar(9),Y,PRIROW identifies the primary issue for companies that trade outside of the U.S. and Canada.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,PRIUSA,varchar(9),Y,PRIUSA identifies the current primary issue for a U.S. company.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,SIC,varchar(5),Y,SIC contains the code that identifies the line of business best representative of the company as a whole.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,SPCINDCD,smallint,Y,SPCINDCD contains the code that identifies all companies in any of the specific S&P industry groups.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,SPCSECCD,smallint,Y,SPCSECCD is an S&P economic sector code.,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,STATE,varchar(9),Y,STATE contains the code that indicates the U.S. state or territory or the Canadian province of a company's address. LSEG Quantitative Analytics Database Schema for Compustat North America Data 57,56
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,CIK,varchar(11),Y,CIK is the Central Index Key.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,CONML,varchar(101),Y,CONML is the company’s legal name.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,EIN,varchar(11),Y,EIN is the employer identification number.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,IPODATE,datetime,Y,IPODATE is the date of a company's initial public stock offering.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,WEBURL,varchar(61),Y,WEBURL is the address for a company's home page on the Internet.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,COUNTY,varchar(101),Y,COUNTY is the county where a company's corporate headquarters or home office is located.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVCompany,STKO,tinyint,Y,STKO is the stock ownership of the company.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,GVKEY,int,N,GVKEY is the primary link for all CS* tables.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,IID,varchar(4),N,IID is the issue id and uniquely identifies each issue of a company.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,SECID,varchar(14),Y,SECID is the combination of the GvKey and IId.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,CUSIP,varchar(9),Y,CUSIP is a unique identifier for each company on Compustat.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,DLDTEI,datetime,Y,DLDTEI is the security deletion date.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,DLRSNI,varchar(9),Y,DLRSNI is the security inactivation code.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,DSCI,varchar(29),Y,DSCI is the security description.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,EPF,Char(1),Y,"EPF is the earnings participation flag, and signals if the security is part of the company’s earnings. It has two values: Y = Yes and Blank = No.",57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,EXCHG,smallint,Y,EXCHG identifies the major exchange on which the company's Common/Ordinary Stock (Capital) is traded.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,EXCNTRY,varchar(4),Y,EXCNTRY is the three-digit ISO country code that identifies the country of the exchange for the market data presented in the issue record.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,ISIN,varchar(13),Y,ISIN is an identification number developed from an internationally accepted standard for uniquely identifying securities worldwide.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,SECSTAT,Char(1),Y,"SECSTAT is the security status marker, and is either A = Active or I =",57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,SEDOL,varchar(8),Y,SEDOL is used primarily to identify issues listed outside of North America.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,TIC,varchar(9),Y,"TIC identifies the symbol associated with the trading of a particular issue on an exchange. For example, when a parent company symbol is appended with a number it indicates a subsidiary of a publicly traded company.",57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,TPCI,varchar(9),Y,TPCI is the security type. CSVSecurity.TPCI cross-references with CSRIssueTyp.TPCICD.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSVSecurity,SECINTCODE,int,Y,SECINTCODE is the security integer code.,57
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,GVKEY,int,N,GVKEY is the Global Company Key.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,INDFMT,tinyint,N,INDFMT is the industry format. This describes whether a company reports in a financial services or industrial format. INDFMT is translated in CSKeyCode where FIELDNAME = INDFMT.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,DATAFMT,tinyint,N,DATAFMT describes how data is collected and presented. DATAFMT is translated by CSKeyCode where FIELDNAME = DATAFMT.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,CONSOL,tinyint,N,CONSOL is the level of consolidation of the company’s financial statements in a company record. CONSOL is translated by CSKeyCode where FIELDNAME = CONSOL.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,Item,smallint,N,Item is the Compustat item; it cross-references CSNAItem where CSNAItem.Number = CSBkCoAFntInd.Item and Group_ = 246.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAFntInd,Value_,varchar(9),Y,Value_ is the raw value provided by Compustat.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,GVKEY,int,N,GVKEY is the Global Company Key.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,INDFMT,tinyint,N,INDFMT is the industry format. This describes whether a company reports in a financial services or industrial format. INDFMT is translated in CSKeyCode where FIELDNAME = INDFMT.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,DATAFMT,tinyint,N,DATAFMT describes how data is collected and presented. DATAFMT is translated by CSKeyCode where FIELDNAME = DATAFMT.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,CONSOL,tinyint,N,CONSOL is the level of consolidation of the company’s financial statements in a company record. CONSOL is translated by CSKeyCode where FIELDNAME = CONSOL.,58
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,RANK,int,N,"When a company has more than one auditor, RANK ranks the auditors from 1 to 6, with 1 as the primary auditor. When a company has more than one inventory valuation method, 1 indicates the method used most often.",59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,AU,varchar(9),Y,AU lists the auditing firms that audited a company’s financial statements. AU is translated by CSRAuditors where CSRAuditors.AUCD = CSBkCoAAudit.AU.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,AUOP,varchar(9),Y,AUOP is the auditor opinion. AUOP is translated by CSROPINIONS where CSROPINIONS.AUOPCD = CSBkCoAAudit.AUOP.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,AUOPIC,char(1),Y,AUOP is the auditor opinion of internal control. AUOPIC is translated by CSRAuopIC where CSRAuopIC.AUOPICCD = CSBkCoAAudit.AUOPIC.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,CEOSO,char(1),Y,CEOSO is the Chief Executive Officer SOX Certification. This indicates whether a company has filed certification documents as required under section 302 of the Sarbanes-Oxley Act of 2002.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoAAudit,CFOSO,char(1),Y,CFOSO is the Chief Financial Officer SOX Certification. This indicates whether a company has filed certification documents as required under section 302 of the Sarbanes-Oxley Act of 2002.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,GVKEY,int,N,GVKEY is the Global Company Key.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,DATADATE,datetime,N,DATADATE is the end date of the quarter for which the data was reported.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,INDFMT,tinyint,N,INDFMT is the industry format. This describes whether a company reports in a financial services or industrial format. INDFMT is translated in CSKeyCode where FIELDNAME = INDFMT.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,DATAFMT,tinyint,N,DATAFMT describes how data is collected and presented. DATAFMT is translated by CSKeyCode where FIELDNAME = DATAFMT.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,CONSOL,tinyint,N,CONSOL is the level of consolidation of the company’s financial statements in a company record. CONSOL is translated by CSKeyCode where FIELDNAME = CONSOL.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,ACCTSTD,varchar(9),Y,"ACCTSTD identifies the accounting standard a company uses when preparing its financial statements. If a company does not reference a specific standard, a domestic standard is assumed. ACCTSTD is translated by CSRAccStd where CSRAccStd.ACCTSTDCD = CSBkCoADesInd.ACCTSTD.",59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,ACQMETH,varchar(3),Y,ACQMETH is the code that identifies the method a company uses to account for acquisitions. ACQMETH is translated by CSRAcqMeth where CSRAcqMeth.ACQMETHCD = CSBkCoADesInd.ACQMETH.,59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,ADRR,float,Y,"ADRR is the ADR (American Depository Receipt) Ratio. This indicates the number of a foreign company’s common or ordinary shares that are equivalent to one ADR or one ADS (American Depository Share). This ratio is usually a whole number, and is available only for foreign companies that trade ADR or ADS in the U.S. ADRR is on an annual basis.",59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,AJEX,float,Y,"AJEX is the adjustment factor you use to adjust per-share data (such as price, earnings per share, and dividends per share) and share data (such as shares outstanding and shares traded) for all stock splits and stock dividends occurring subsequent to the end of a given period. The ex-dividend date is used to",59
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,AJP,float,Y,AJP is the adjustment factor you use to adjust dividends per share for all stock dividends occurring subsequent to the end of a given period. The payable date is used to determine the adjustment of per-share data. The cumulative adjustment factor changes whenever a stock dividend occurs. AJP is on an annual basis.,60
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,APDEDATE,datetime,Y,"APDEDATE is the actual date the company closes their accounting period, which may be different from the last day of the month in the period. APDEDATE is in the form YYYY-MM-DD.",60
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBkCoADesInd,BSPR,varchar(9),Y,BSPR is the balance sheet presentation method. BSPR is translated by CSRBalPres where CSRBalPres.BSPRCD = CSBkCoADesInd.BSPR.,60
