document_id,filename,table_name,title_or_description,update_cycle,adjusted,indexes_raw,first_page,last_page
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBnkAnn,Compustat Banking Annual | This table contains annual banking information.,N/A,N/A,"pkey_csbnkann (Clustered) Item, Code, Date_ LSEG Quantitative Analytics Database Schema for Compustat North America Data 100 NOTE For items on a fiscal basis, cross-reference Date_ with CSFYE where Code = CSFYE.Code, Date_ = CSFYE.Date_, and CSFYE.Type_ = 5.",99,100
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBnkItem,Compustat Banking Item Descriptions | This table contains descriptions for each item.,N/A,N/A,,100,100
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,restated,,,,"pkey_csbnkitem (Clustered) Mnemonic csbnkitem_Group Group_, Number csbnkitem_Mnemonic Mnemonic csbnkitem_Name Name csbnkitem_Synonym Synonym LSEG Quantitative Analytics Database Schema for Compustat North America Data 101",100,101
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSBnkQtr,Compustat Banking Quarterly | This table contains quarterly information for each company.,N/A,N/A,"pkey_csbnkqtr (Clustered) Item, Code, Date_ LSEG Quantitative Analytics Database Schema for Compustat North America Data 102 11 Compustat XF Daily Issuer Credit Ratings",101,102
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADSPRate,S&P Ratings – Monthly | This table contains monthly S&P ratings information.,Daily,No,"pkey_CSADSPRATE (Clustered) GVKEY, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 103 12 Compustat XF Daily Current Issuer Credit Ratings",102,103
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADSPRateC,S&P Ratings – Current | This table contains current S&P ratings information.,Daily,No,pkey_CSADSPRATEC (Clustered) GVKEY LSEG Quantitative Analytics Database Schema for Compustat North America Data 104 13 Compustat XF Index Fundamentals,103,104
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADIdxADes,Annual Index Fundamental Descriptors | This table contains information for annual index fundamental descriptors.,Daily,No,,104,104
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADIdxQDes,Quarterly Index Fundamental Descriptors | This table contains information for quarterly index fundamental descriptors.,Daily,No,,104,104
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADIdxAnn,Annual Index Fundamentals | This table contains information for annual index fundamentals.,Daily,No,"pkey_CSADIDXADES (Clustered) GVKEYX, DATADATE pkey_CSADIDXQDES (Clustered) GVKEYX, DATADATE CSADIDXQDES_1 GVKEYX, QTR, DATADATE pkey_CSADIDXANN (Clustered) GVKEYX, DATADATE, Item CSADIDXANN_1 GVKEYX, Item, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 105",104,105
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSADIdxQtr,Quarterly Index Fundamentals | This table contains information for quarterly index fundamentals.,Daily,No,"pkey_CSADIDXQTR (Clustered) GVKEYX, DATADATE, Item CSADIDXQTR_1 GVKEYX, Item, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 106 14 Compustat XF Daily",105,106
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,Research,,,,,106,106
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecSPInd,S&P Index Inactive Securities | This table contains information for inactive S&P index securities.,Daily,No,,106,106
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAAudit,Inactive Auditor Group | This table contains inactive auditor group information.,Daily,No,"pkey_CSICOAAUDIT (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, RANK pkey_CSISECSPIND (Clustered) GVKEYX, IID, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 107 CSICOAAUDIT_1 GVKEY, INDFMT, DATAFMT, CONSOL, RANK, DATADATE",106,107
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoADesInd,Inactive Annual Descriptor | This table contains inactive annual descriptor information.,Daily,No,"pkey_CSICOADESIND (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL CSICOADESIND_1 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSICOADESIND_2 GVKEY, FYEAR, INDFMT, DATAFMT, CONSOL CSICOADESIND_3 DATADATE, GVKEY, INDFMT, DATAFMT, CONSOL",107,109
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAdjFact,Inactive Cumulative Adjustment Factors | This table contains information for inactive cumulative adjustment factors.,Daily,No,"pkey_CSICOADJFACT (Clustered) GVKEY, EFFDATE, THRUDATE CSICOADJFACT_1 GVKEY, THRUDATE",109,109
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAFndDC1,Inactive Annual Fundamental Data Codes | This table contains information for inactive annual fundamental data codes.,Daily,No,"pkey_CSICOAFNDDC1 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSICOAFNDDC1_1 GVKEY, Item, DATADATE CSICOAFNDDC1_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSICOAFNDDC1_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE",109,110
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAFndDC2,Inactive Annual Fundamental Data Codes | This table contains information for inactive annual fundamental data codes.,Daily,No,"pkey_CSICOAFNDDC2 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSICOAFNDDC2_1 GVKEY, Item, DATADATE CSICOAFNDDC2_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSICOAFNDDC2_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE",110,110
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAFnd1,Inactive Annual Fundamental Data | This table contains information for inactive annual fundamental data.,Daily,Yes,"pkey_CSICOAFND1 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSICOAFND1_1 GVKEY, Item, DATADATE CSICOAFND1_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSICOAFND1_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSICOAFND1_4 GVKEY, DATAFMT, Item, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 111",110,111
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAFnd2,Inactive Annual Fundamental Data | This table contains information for inactive annual fundamental data.,Daily,Yes,"pkey_CSICOAFND2 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSICOAFND2_1 GVKEY, Item, DATADATE CSICOAFND2_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSICOAFND2_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSICOAFND2_4 GVKEY, DATAFMT, Item, DATADATE",111,111
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAInvVal,Inactive Inventory Evaluation Group | This table contains inactive inventory evaluation group information.,Daily,No,"pkey_CSICOAINVVAL (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, RANK LSEG Quantitative Analytics Database Schema for Compustat North America Data 112 CSICOAINVVAL_1 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSICOAINVVAL_2 GVKEY, INDFMT, DATAFMT, CONSOL, RANK, DATADATE",111,112
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAMkt,Inactive Annual Market Data Group | This table contains inactive annual market data group information.,Daily,Yes,"pkey_CSICOAMKT (Clustered) GVKEY, DATADATE, CFFLAG, CURCD CSICOAMKT_1 GVKEY, CFFLAG, CURCD, DATADATE",112,113
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoFortune,Inactive Fortune 500 Group | This table contains inactive Fortune 500 group information.,Daily,No,"pkey_CSICOFORTUNE (Clustered) GVKEY, DATADATE",113,113
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoHGIC,Inactive GICS History | This table contains inactive GICS history information.,Daily,No,"pkey_CSICOHGIC (Clustered) GVKEY, INDTYPE, INDFROM",113,114
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIAudit,Inactive Interim Auditor Group | This table contains inactive interim auditor group information.,Daily,No,"pkey_CSICOIAUDIT (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT,",114,114
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,RANK,,,,,114,114
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIDesInd,Inactive Company Interim Descriptor Group | This table contains inactive company interim descriptor group information.,Daily,No,"pkey_CSICOIDESIND (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT CSICOIDESIND_1 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE CSICOIDESIND_2 GVKEY, FQTR, FYEARQ, INDFMT, CONSOL, DATAFMT CSICOIDESIND_3 DATADATE, GVKEY, INDFMT, CONSOL, DATAFMT",114,115
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFntYTD,Inactive Company Interim Fundamentals – Year-to- | This table contains year-to-date footnotes information for inactive company interim fundamentals.,Daily,No,"pkey_CSICOIFNTYTD (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNTYTD_1 GVKEY, Item, DATADATE CSICOIFNTYTD_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item, DATADATE CSICOIFNTYTD_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 116",115,116
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFntQ,Inactive Company Interim Fundamentals – Quarterly,,,,116,116
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,Footnotes,This table contains quarterly footnotes information for inactive company interim fundamentals.,Daily,No,"pkey_CSICOIFNTQ (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNTQ_1 GVKEY, Item, DATADATE CSICOIFNTQ_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item DATADATE, CSICOIFNTQ_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE",116,116
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFntSA,Inactive Company Interim Fundamentals – | This table contains semiannual footnotes information for inactive company interim fundamentals.,Daily,No,"pkey_CSICOIFNTSA (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNTSA_1 GVKEY, Item, DATADATE CSICOIFNTSA_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item DATADATE, CSICOIFNTSA_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 117",116,117
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIMkt,Inactive Interim Market Group | This table contains inactive interim market group information.,Daily,Yes,"pkey_CSICOIMKT (Clustered) GVKEY, DATADATE, CFFLAG, CURCD, YEM CSICOIMKT_1 GVKEY, CFFLAG, CURCD, DATADATE",117,118
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIndstryPres,Inactive Company Industry Presentation | This table contains inactive company industry presentation information.,Daily,No,"pkey_CSICOINDSTRYPRES (Clustered) GVKEY, DATADATE, CONSOL, IPCD CSICOINDSTRYPRES_1 GVKEY, CONSOL, DATADATE",118,118
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIndustry,Inactive Industry Classification Presentation | This table contains inactive industry classification presentation information.,Daily,No,"pkey_CSICOINDUSTRY (Clustered) GVKEY, DATADATE, CONSOL CSICOINDUSTRY_1 GVKEY, CONSOL, DATADATE",118,118
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICOMth,Inactive Company Monthly | This table contains monthly inactive company information.,Daily,No,"pkey_CSICOMTH (Clustered) GVKEY, DATADATE",118,119
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoOffTitl,Inactive Company Officers | This table contains information for inactive company officers.,Daily,No,"pkey_CSICOOFFTITL (Clustered) GVKEY, OFID, OFCD CSICOOFFTITL_1 GVKEY, OFCD CSICOOFFTITL_2 GVKEY, OFID",119,119
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoAFntIND,Inactive Company Annual Fundamental Footnotes | This table contains information for inactive company annual fundamental footnotes.,Daily,No,"pkey_CSICOAFNTIND (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSICOAFNTIND_1 GVKEY, Item, DATADATE CSICOAFNTIND_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item DATADATE CSICOAFNTIND_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 120",119,120
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFndQ,Inactive Company Interim Fundamentals – Quarterly | This table contains quarterly information for inactive company interim fundamentals.,Daily,Yes,,120,120
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFndYTD,Inactive Company Interim Fundamentals – Year to,,,,120,120
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,Date,This table contains year-to-date information for inactive company interim fundamentals.,Daily,Yes,"pkey_CSICOIFNDYTD (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNDYTD_1 GVKEY, Item, DATADATE pkey_CSICOIFNDQ (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNDQ_1 GVKEY, Item, DATADATE CSICOIFNDQ_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item, DATADATE CSICOIFNDQ_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE CSICOIFNDQ_4 GVKEY, INDFMT, CONSOL, Item, DATADATE, DATAFMT LSEG Quantitative Analytics Database Schema for Compustat North America Data 121 CSICOIFNDYTD_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item DATADATE, CSICOIFNDYTD_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE CSICOIFNDYTD_4 GVKEY, INDFMT, CONSOL, Item, DATADATE, DATAFMT",120,121
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSICoIFndSA,Inactive Company Semi-Annual Fundamentals | This table contains information for inactive company semi-annual fundamentals.,Daily,Yes,"pkey_CSICOIFNDSA (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSICOIFNDSA_1 GVKEY, Item, DATADATE CSICOIFNDSA_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item, DATADATE CSICOIFNDSA_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE CSICOIFNDSA_4 GVKEY, INDFMT, CONSOL, Item, DATADATE, DATAFMT LSEG Quantitative Analytics Database Schema for Compustat North America Data 122",121,122
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMth,Inactive Monthly Descriptor | This table contains inactive monthly descriptor information.,Daily,No,"pkey_CSISECMTH (Clustered) GVKEY, IID, DATADATE CSISECMTH_1 GVKEY, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 123",122,123
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMthDiv,Inactive Monthly Dividend | This table contains inactive monthly dividend information.,Daily,Yes,,123,123
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMthPrc,Inactive Monthly Item | This table contains inactive monthly item information.,Daily,Yes,,123,123
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMthSpt,Inactive Monthly Stock Splits | This table contains information for inactive monthly stock splits.,Daily,No,"pkey_CSISECMTHDIV (Clustered) GVKEY, IID, DATADATE pkey_CSISECMTHPRC (Clustered) GVKEY, IID, DATADATE pkey_CSISECMTHSPT (Clustered) GVKEY, IID, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 124",123,124
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMSptFn,Inactive Monthly Stock Split Footnotes | This table contains information for inactive monthly stock split footnotes.,Daily,No,,124,124
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSISecMDivFN,Inactive Monthly Dividend Footnotes | This table contains information for inactive monthly dividend footnotes.,Daily,No,"pkey_CSISECMSPTFN (Clustered) GVKEY, IID, DATADATE, DATAITEM, Item CSISECMSPTFN_1 GVKEY, Item, DATADATE CSISECMSPTFN_2 GVKEY, DATADATE CSISECMSPTFN_3 GVKEY, IID, DATAITEM, Item, DATADATE CSISECMSPTFN_4 GVKEY, IID, DATADATE CSISECMSPTFN_5 GVKEY, IID, Item, DATADATE pkey_CSISECMDIVFN (Clustered) GVKEY, IID, DATADATE, DATAITEM, Item CSISECMDIVFN_1 GVKEY, Item, DATADATE CSISECMDIVFN_2 GVKEY, DATADATE CSISECMDIVFN_3 GVKEY, IID, DATAITEM, Item, DATADATE CSISECMDIVFN_4 GVKEY, IID, DATADATE CSISECMDIVFN_5 GVKEY, IID, Item, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 125",124,126
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAFntInd,Inactive Annual Fundamental Footnotes,,,,126,126
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,Historical,This table contains information for historical inactive annual fundamental footnotes.,Daily,No,,126,126
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAAudit,Inactive Auditor Group Historical | This table contains historical inactive auditor group information.,Daily,No,"pkey_CSIBKCOAAUDIT (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, RANK CSIBKCOAAUDIT_1 GVKEY, INDFMT, DATAFMT, CONSOL, RANK, DATADATE pkey_CSIBKCOAFNTIND (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSIBKCOAFNTIND_1 GVKEY, Item, DATADATE CSIBKCOAFNTIND_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item DATADATE CSIBKCOAFNTIND_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 127",126,127
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoADesInd,Inactive Company Annual Descriptor - Industry | This table contains industry format historical information for inactive company annual descriptor data.,Daily Adjusted: No,,"pkey_CSIBKCOADESIND (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL CSIBKCOADESIND_1 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSIBKCOADESIND_2 GVKEY, FYEAR, INDFMT, DATAFMT, CONSOL CSIBKCOADESIND_3 DATADATE, GVKEY, INDFMT, DATAFMT, CONSOL",127,129
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAFndDC1,Inactive Annual Fundamental Data Codes | This table contains information for inactive annual fundamental data codes.,Daily,No,,129,129
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAFndDC2,Inactive Annual Fundamental Data Codes | This table contains information for inactive annual fundamental data codes.,Daily,No,"pkey_CSIBKCOAFNDDC1 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSIBKCOAFNDDC1_1 GVKEY, Item, DATADATE CSIBKCOAFNDDC1_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSIBKCOAFNDDC1_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE pkey_CSIBKCOAFNDDC2 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSIBKCOAFNDDC2_1 GVKEY, Item, DATADATE CSIBKCOAFNDDC2_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSIBKCOAFNDDC2_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 130",129,130
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAFnd1,Inactive Annual Fundamental Data | This table contains information for inactive annual fundamental data.,Daily,Yes,,130,130
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAFnd2,Inactive Annual Fundamental Data | This table contains information for inactive annual fundamental data.,Daily,Yes,"pkey_CSIBKCOAFND1 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSIBKCOAFND1_1 GVKEY, Item, DATADATE CSIBKCOAFND1_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSIBKCOAFND1_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSIBKCOAFND1_4 GVKEY, DATAFMT, Item, DATADATE pkey_CSIBKCOAFND2 (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, Item CSIBKCOAFND2_1 GVKEY, Item, DATADATE CSIBKCOAFND2_2 GVKEY, INDFMT, DATAFMT, CONSOL, Item, DATADATE CSIBKCOAFND2_3 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSIBKCOAFND2_4 GVKEY, DATAFMT, Item, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 131",130,131
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAInvVal,Inactive Inventory Evaluation Group Historical | This table contains historical inactive inventory evaluation group information.,Daily,No,"pkey_CSIBKCOAINVVAL (Clustered) GVKEY, DATADATE, INDFMT, DATAFMT, CONSOL, RANK CSIBKCOAINVVAL_1 GVKEY, INDFMT, DATAFMT, CONSOL, DATADATE CSIBKCOAINVVAL_2 GVKEY, INDFMT, DATAFMT, CONSOL, RANK, DATADATE",131,131
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoAMkt,Inactive Annual Market Data Group Historical | This table contains historical inactive annual market data group information.,Daily,Yes,"pkey_CSIBKCOAMKT (Clustered) GVKEY, DATADATE, CFFLAG, CURCD CSIBKCOAMKT_1 GVKEY, CFFLAG, CURCD, DATADATE",131,132
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoFortune,Inactive Fortune 500 Group Historical | This table contains historical inactive Fortune 500 group information.,Daily,No,"pkey_CSIBKCOFORTUNE (Clustered) GVKEY, DATADATE",132,132
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoIAudit,Inactive Interim Auditor Group Historical | This table contains historical inactive interim auditor group information.,Daily,No,"pkey_CSIBKCOIAUDIT (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, RANK CSIBKCOIAUDIT_1 GVKEY, INDFMT, CONSOL, DATAFMT, RANK, DATADATE LSEG Quantitative Analytics Database Schema for Compustat North America Data 133",132,133
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoIDesInd,Inactive Company Interim Descriptor Historical | This table contains historical inactive company interim descriptor information.,Daily,No,"pkey_CSIBKCOIDESIND (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT CSIBKCOIDESIND_1 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE CSIBKCOIDESIND_2 GVKEY, FQTR, FYEARQ, INDFMT, CONSOL, DATAFMT CSIBKCOIDESIND_3 DATADATE, GVKEY, INDFMT, CONSOL, DATAFMT",133,134
qa_database_schema_compustat_na_v1_1_5_2022_02_21,QA Database Schema - Compustat NA v1.1.5 (2022-02-21).pdf,CSIBkCoIFntYTD,Inactive Company Interim Fundamentals – Year- | This table contains year-to-date footnotes historical information for inactive company interim fundamentals.,Daily,No,"pkey_CSIBKCOIFNTYTD (Clustered) GVKEY, DATADATE, INDFMT, CONSOL, FYR, DATAFMT, Item CSIBKCOIFNTYTD_1 GVKEY, Item, DATADATE CSIBKCOIFNTYTD_2 GVKEY, INDFMT, CONSOL, DATAFMT, Item DATADATE, CSIBKCOIFNTYTD_3 GVKEY, INDFMT, CONSOL, DATAFMT, DATADATE",134,135
